Time,generator-3-1_ir_cnv,generator-3-1_ii_cnv,generator-1-1_ir_cnv,generator-1-1_ii_cnv,generator-1-1_i_mag,generator-3-1_i_mag
0.0,0.45711940269303236,0.9454263737626298,0.15975778224207512,0.24656962885251402,1.0501376940784435,1.0501376940784435
1.0e-6,0.45711940269309137,0.9454263737626691,0.1597577822420752,0.24656962885251404,1.0501376940785045,1.0501376940785045
2.0696557201329903e-6,0.457119402693154,0.945426373762711,0.1597577822420753,0.2465696288525141,1.0501376940785694,1.0501376940785694
3.822740996904671e-6,0.45711940269325585,0.9454263737627792,0.15975778224207537,0.24656962885251427,1.050137694078675,1.050137694078675
9.082957075239562e-6,0.4571194026935544,0.9454263737629806,0.15975778224207524,0.24656962885251527,1.0501376940789864,1.0501376940789864
1.7823974749909208e-5,0.45711940269402573,0.9454263737633036,0.15975778224207315,0.24656962885251843,1.0501376940794824,1.0501376940794824
3.261454578697932e-5,0.45711940269474566,0.945426373763814,0.15975778224206158,0.2465696288525264,1.0501376940802554,1.0501376940802554
5.0093641563255365e-5,0.45711940269545737,0.9454263737643505,0.15975778224202897,0.24656962885253617,1.050137694081048,1.050137694081048
7.784642577870969e-5,0.45711940269624685,0.9454263737650322,0.1597577822419217,0.2465696288525387,1.0501376940820055,1.0501376940820055
0.0001171060298938756,0.4571194026966085,0.945426373765587,0.1597577822416348,0.2465696288524738,1.0501376940826626,1.0501376940826626
0.0001727812649670061,0.4571194026956632,0.9454263737654566,0.15975778224097156,0.24656962885213482,1.0501376940821336,1.0501376940821336
0.0002727812649670061,0.4571194026909003,0.9454263737625832,0.15975778223942802,0.24656962885048236,1.0501376940774734,1.0501376940774734
0.0003727812649670061,0.4571194026851795,0.9454263737573679,0.15975778223830894,0.24656962884750852,1.050137694070288,1.050137694070288
0.0004727812649670061,0.4571194026815613,0.9454263737517025,0.15975778223827503,0.2465696288438695,1.0501376940636125,1.0501376940636125
0.0005727812649670061,0.45711940268136186,0.9454263737472596,0.15975778223925174,0.24656962884047948,1.0501376940595257,1.0501376940595257
0.0006727812649670061,0.4571194026840465,0.945426373744802,0.1597577822406209,0.2465696288380269,1.050137694058482,1.050137694058482
0.0007727812649670062,0.457119402688021,0.9454263737441029,0.15975778224167067,0.24656962883674222,1.0501376940595826,1.0501376940595826
0.0008727812649670062,0.45711940269163104,0.9454263737443345,0.15975778224197357,0.24656962883644562,1.0501376940613623,1.0501376940613623
0.0009727812649670063,0.4571194026938505,0.9454263737446059,0.15975778224151735,0.24656962883675634,1.0501376940625728,1.0501376940625728
0.0010727812649670063,0.4571194026944706,0.9454263737443599,0.1597577822406022,0.24656962883730824,1.0501376940626213,1.0501376940626213
0.0011727812649670064,0.4571194026938895,0.9454263737434939,0.15975778223962966,0.24656962883787265,1.0501376940615887,1.0501376940615887
0.0012727812649670064,0.45711940269273876,0.945426373742246,0.1597577822389116,0.24656962883837097,1.0501376940599643,1.0501376940599643
0.0013727812649670065,0.45711940269155793,0.9454263737409724,0.15975778223857948,0.24656962883881603,1.0501376940583038,1.0501376940583038
0.0014727812649670065,0.4571194026906336,0.9454263737399533,0.15975778223859907,0.24656962883923986,1.050137694056984,1.050137694056984
0.0015727812649670065,0.45711940269000273,0.9454263737392988,0.15975778223884496,0.24656962883964775,1.05013769405612,1.05013769405612
0.0016727812649670066,0.457119402689554,0.945426373738963,0.15975778223918297,0.2465696288400107,1.0501376940556224,1.0501376940556224
0.0017727812649670066,0.45711940268914486,0.9454263737388187,0.15975778223951995,0.24656962884028516,1.0501376940553144,1.0501376940553144
0.0018727812649670067,0.4571194026886806,0.9454263737387388,0.15975778223981557,0.24656962884043834,1.0501376940550404,1.0501376940550404
0.0019727812649670065,0.4571194026881394,0.9454263737386472,0.159757782240066,0.2465696288404645,1.0501376940547225,1.0501376940547225
0.0020727812649670063,0.45711940268755286,0.9454263737385271,0.15975778224028,0.24656962884038583,1.050137694054359,1.050137694054359
0.002172781264967006,0.4571194026869721,0.945426373738401,0.15975778224046194,0.24656962884024158,1.0501376940539926,1.0501376940539926
0.002272781264967006,0.45711940268643764,0.9454263737383006,0.15975778224060747,0.2465696288400741,1.0501376940536695,1.0501376940536695
0.002372781264967006,0.45711940268596496,0.9454263737382465,0.159757782240709,0.246569628839917,1.050137694053415,1.050137694053415
0.0024727812649670057,0.4571194026855471,0.9454263737382397,0.1597577822407623,0.24656962883979036,1.050137694053227,1.050137694053227
0.0025727812649670055,0.4571194026851646,0.9454263737382673,0.15975778224077314,0.24656962883970107,1.0501376940530853,1.0501376940530853
0.0026727812649670053,0.4571194026847973,0.9454263737383133,0.15975778224075546,0.24656962883964728,1.050137694052967,1.050137694052967
0.002772781264967005,0.4571194026844322,0.945426373738367,0.15975778224072748,0.24656962883962244,1.0501376940528564,1.0501376940528564
0.002872781264967005,0.45711940268406553,0.9454263737384261,0.15975778224070647,0.24656962883961875,1.0501376940527498,1.0501376940527498
0.002972781264967005,0.4571194026837011,0.9454263737384946,0.1597577822407036,0.2465696288396286,1.050137694052653,1.050137694052653
0.0030727812649670046,0.45711940268334594,0.9454263737385791,0.15975778224072293,0.24656962883964528,1.0501376940525744,1.0501376940525744
0.0031727812649670045,0.4571194026830072,0.9454263737386834,0.15975778224076226,0.24656962883966266,1.0501376940525209,1.0501376940525209
0.0032727812649670043,0.45711940268268997,0.9454263737388092,0.15975778224081635,0.24656962883967554,1.050137694052496,1.050137694052496
0.003372781264967004,0.45711940268239737,0.9454263737389524,0.1597577822408783,0.24656962883967995,1.0501376940524976,1.0501376940524976
0.003472781264967004,0.45711940268212964,0.9454263737391083,0.159757782240943,0.24656962883967337,1.0501376940525213,1.0501376940525213
0.0035727812649670038,0.4571194026818855,0.9454263737392713,0.15975778224100573,0.2465696288396552,1.050137694052562,1.050137694052562
0.0036727812649670036,0.4571194026816632,0.9454263737394369,0.15975778224106377,0.24656962883962627,1.0501376940526144,1.0501376940526144
0.0037727812649670034,0.4571194026814605,0.9454263737396031,0.1597577822411153,0.2465696288395889,1.0501376940526757,1.0501376940526757
0.0038727812649670033,0.4571194026812758,0.9454263737397681,0.15975778224115908,0.24656962883954606,1.0501376940527438,1.0501376940527438
0.003972781264967003,0.4571194026811073,0.945426373739931,0.15975778224119463,0.2465696288395008,1.050137694052817,1.050137694052817
0.004072781264967003,0.4571194026809537,0.945426373740091,0.15975778224122228,0.24656962883945588,1.0501376940528941,1.0501376940528941
0.004172781264967004,0.4571194026808136,0.9454263737402481,0.1597577822412427,0.2465696288394135,1.0501376940529747,1.0501376940529747
0.004272781264967004,0.45711940268068557,0.9454263737404017,0.1597577822412573,0.2465696288393749,1.0501376940530571,1.0501376940530571
0.004372781264967004,0.4571194026805683,0.9454263737405517,0.15975778224126774,0.24656962883934047,1.0501376940531413,1.0501376940531413
0.004472781264967004,0.45711940268046064,0.945426373740698,0.15975778224127626,0.2465696288393101,1.050137694053226,1.050137694053226
0.004572781264967005,0.45711940268036194,0.9454263737408412,0.15975778224128404,0.2465696288392833,1.050137694053312,1.050137694053312
0.004672781264967005,0.4571194026802716,0.9454263737409818,0.1597577822412918,0.24656962883925929,1.0501376940533993,1.0501376940533993
0.004772781264967005,0.45711940268018914,0.9454263737411199,0.1597577822413006,0.24656962883923728,1.0501376940534877,1.0501376940534877
0.0048727812649670054,0.45711940268011425,0.9454263737412559,0.15975778224131063,0.24656962883921635,1.0501376940535776,1.0501376940535776
0.004972781264967006,0.4571194026800468,0.9454263737413896,0.1597577822413213,0.2465696288391958,1.0501376940536686,1.0501376940536686
0.005072781264967006,0.4571194026799866,0.9454263737415213,0.15975778224133183,0.2465696288391751,1.050137694053761,1.050137694053761
0.005172781264967006,0.4571194026799335,0.9454263737416502,0.15975778224134166,0.2465696288391539,1.0501376940538538,1.0501376940538538
0.0052727812649670065,0.4571194026798873,0.9454263737417763,0.15975778224135076,0.24656962883913222,1.0501376940539473,1.0501376940539473
0.005372781264967007,0.4571194026798476,0.945426373741899,0.15975778224135884,0.2465696288391101,1.0501376940540403,1.0501376940540403
0.005472781264967007,0.45711940267981427,0.9454263737420183,0.15975778224136541,0.24656962883908767,1.0501376940541334,1.0501376940541334
0.005572781264967007,0.45711940267978646,0.9454263737421342,0.1597577822413705,0.2465696288390652,1.0501376940542257,1.0501376940542257
0.0056727812649670075,0.457119402679764,0.9454263737422465,0.1597577822413744,0.24656962883904313,1.050137694054317,1.050137694054317
0.005772781264967008,0.4571194026797465,0.9454263737423554,0.15975778224137704,0.2465696288390217,1.0501376940544074,1.0501376940544074
0.005872781264967008,0.45711940267973356,0.9454263737424609,0.15975778224137843,0.24656962883900121,1.0501376940544966,1.0501376940544966
0.005972781264967008,0.457119402679725,0.945426373742563,0.15975778224137882,0.24656962883898184,1.050137694054585,1.050137694054585
0.006072781264967009,0.4571194026797201,0.9454263737426619,0.1597577822413787,0.2465696288389635,1.0501376940546718,1.0501376940546718
0.006172781264967009,0.45711940267971896,0.9454263737427575,0.15975778224137777,0.24656962883894612,1.0501376940547575,1.0501376940547575
0.006272781264967009,0.4571194026797212,0.9454263737428499,0.1597577822413765,0.24656962883892966,1.0501376940548415,1.0501376940548415
0.006372781264967009,0.45711940267972684,0.9454263737429391,0.15975778224137474,0.2465696288389139,1.0501376940549243,1.0501376940549243
0.00647278126496701,0.45711940267973566,0.9454263737430253,0.1597577822413731,0.24656962883889877,1.0501376940550058,1.0501376940550058
0.00657278126496701,0.45711940267974727,0.9454263737431088,0.1597577822413716,0.24656962883888422,1.050137694055086,1.050137694055086
0.00667278126496701,0.4571194026797616,0.9454263737431894,0.1597577822413694,0.24656962883887026,1.0501376940551648,1.0501376940551648
0.00677278126496701,0.4571194026797784,0.9454263737432671,0.15975778224136672,0.24656962883885677,1.050137694055242,1.050137694055242
0.006872781264967011,0.45711940267979734,0.9454263737433418,0.15975778224136378,0.24656962883884367,1.0501376940553175,1.0501376940553175
