Time,generator-1-1_ir_cnv,generator-1-1_ii_cnv,generator-2-1_ir_cnv,generator-2-1_ii_cnv,generator-1-1_i_mag
0.0,0.31654728204542204,-0.011269236074968714,0.2503944112665215,-0.017495979427852137,0.3167478136500035
1.0e-6,0.31654728204555327,-0.011269236074965702,0.25039441126652456,-0.01749597942785242,0.31674781365013455
2.048662368997891e-6,0.3165472820456901,-0.011269236074962552,0.25039441126652767,-0.017495979427852706,0.31674781365027116
3.6652846000590474e-6,0.31654728204589944,-0.011269236074957714,0.2503944112665325,-0.01749597942785314,0.3167478136504802
5.560518329726268e-6,0.3165472820461424,-0.011269236074952073,0.2503944112665381,-0.01749597942785364,0.3167478136507228
8.922538009282111e-6,0.31654728204656674,-0.011269236074942134,0.2503944112665479,-0.01749597942785448,0.3167478136511465
1.3008950324106339e-5,0.31654728204707117,-0.011269236074930168,0.2503944112665595,-0.017495979427855437,0.3167478136516502
2.0417326777638563e-5,0.31654728204795335,-0.011269236074908751,0.25039441126657985,-0.017495979427856998,0.3167478136525311
3.055666712330326e-5,0.31654728204909294,-0.011269236074879887,0.2503944112666063,-0.017495979427858778,0.31674781365366894
4.4700264621287545e-5,0.3165472820505503,-0.011269236074840165,0.2503944112666402,-0.017495979427860582,0.316747813655124
6.625423860251236e-5,0.3165472820524741,-0.011269236074779919,0.25039441126668555,-0.017495979427861904,0.3167478136570444
9.19085662092433e-5,0.31654728205430205,-0.011269236074707097,0.2503944112667294,-0.01749597942786139,0.31674781365886856
0.00013140796209837004,0.31654728205618154,-0.011269236074589638,0.25039441126677664,-0.017495979427856665,0.3167478136607427
0.0001809974832645753,0.3165472820571136,-0.011269236074431985,0.2503944112668029,-0.017495979427844845,0.31674781366166854
0.0002502030188397397,0.3165472820563807,-0.011269236074208617,0.2503944112667809,-0.01749597942781784,0.3167478136609282
0.00033829535088128275,0.3165472820535652,-0.011269236073992115,0.25039441126664524,-0.017495979427758913,0.3167478136581068
0.00043829535088128275,0.31654728205012206,-0.01126923607398741,0.2503944112663103,-0.017495979427630714,0.31674781365466564
0.0005382953508812827,0.3165472820481275,-0.011269236074358669,0.25039441126575307,-0.017495979427392293,0.31674781365268556
0.0006382953508812828,0.31654728204803945,-0.011269236075096903,0.25039441126500644,-0.017495979427008517,0.31674781365262383
0.0007382953508812828,0.31654728204932814,-0.011269236076061118,0.25039441126418654,-0.017495979426481418,0.316747813653946
0.0008382953508812829,0.3165472820510857,-0.011269236077050762,0.25039441126345674,-0.017495979425858222,0.3167478136557376
0.0009382953508812829,0.3165472820525375,-0.01126923607789591,0.2503944112629612,-0.017495979425215323,0.3167478136572186
0.0010382953508812829,0.31654728205329885,-0.011269236078517065,0.2503944112627684,-0.017495979424629705,0.3167478136580016
0.001138295350881283,0.31654728205337507,-0.01126923607893334,0.25039441126285406,-0.01749597942415105,0.3167478136580925
0.001238295350881283,0.3165472820530089,-0.01126923607922769,0.2503944112631238,-0.01749597942378959,0.3167478136577371
0.001338295350881283,0.3165472820524956,-0.011269236079495476,0.2503944112634612,-0.017495979423522105,0.31674781365723365
0.001438295350881283,0.3165472820520514,-0.011269236079802264,0.2503944112637737,-0.017495979423311124,0.31674781365680066
0.001538295350881283,0.31654728205176325,-0.011269236080166002,0.25039441126401774,-0.017495979423124506,0.3167478136565256
0.0016382953508812831,0.3165472820516089,-0.011269236080563653,0.25039441126419726,-0.017495979422947776,0.31674781365638555
